"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"323","@russwest44 GTFO OFF MY LAKERS!!!",FALSE,0,"russwest44",2021-11-20 03:22:18,FALSE,NA,"1461897663180259329","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laker_e",0,FALSE,FALSE,NA,NA
"324","@MaximYang07 @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/bWYjBzbgPI",FALSE,0,"MaximYang07",2021-11-20 03:21:33,TRUE,"1461896825443696643","1461897477146116098","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilliamBabbel",0,FALSE,FALSE,NA,NA
"325",". @russwest44 https://t.co/DGESjo4oJr",FALSE,1,NA,2021-11-20 03:20:41,FALSE,NA,"1461897255175208961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desertclarksdon",1,FALSE,FALSE,NA,NA
"326","@JJRahKay @KingJames @AntDavis23 @russwest44 @RajonRondo @carmeloanthony @DwightHoward @24Bazemore @AhmadMonk… https://t.co/tqplvwcPSS",FALSE,0,"JJRahKay",2021-11-20 03:20:31,TRUE,"1461894943694376964","1461897217271222277","441448174","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dezzurtking",0,FALSE,FALSE,NA,NA
"327","@Lakers @carmeloanthony , @AhmadMonk @russwest44 have played like completed trash",FALSE,0,"Lakers",2021-11-20 03:20:30,FALSE,"1461894611501084679","1461897209402773509","20346956","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LatoyaJ35856386",0,FALSE,FALSE,NA,NA
"328","@HeelGianz @russwest44 Beh non solo meglio, è elite in tutta l'nba come difesa",FALSE,0,"HeelGianz",2021-11-20 03:20:16,FALSE,"1461896793944469514","1461897152104480772","550370900","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kobeesque",0,FALSE,FALSE,NA,NA
"329","@RealSkipBayless @ShannonSharpe @stephenasmith @KendrickPerkins @Rjeff24 @malika_andrews @maxkellerman… https://t.co/6aIO6jmEFH",FALSE,2,"RealSkipBayless",2021-11-20 03:19:32,TRUE,"1461894429019574272","1461896968171507717","43139414","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pat4Batman",0,FALSE,FALSE,NA,NA
"330","#LALvsBOS @KingJames @russwest44 Bottom Line : @Lakers @sixers Russell Westbrook for Ben Simmons straight up TRADE!… https://t.co/sGckrgRCUs",FALSE,0,NA,2021-11-20 03:19:26,TRUE,NA,"1461896941499867137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJflows",0,FALSE,FALSE,NA,NA
"331","@WilliamBabbel @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/vSbs6qVN9P",FALSE,0,"WilliamBabbel",2021-11-20 03:18:58,TRUE,"1461895495056457732","1461896825443696643","1138605438432206848","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaximYang07",0,FALSE,FALSE,NA,NA
"332","RT @OneLuvSports: Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I see wh…",FALSE,0,NA,2021-11-20 03:18:53,FALSE,NA,"1461896804388200452",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NiaWillPower",7,TRUE,FALSE,NA,NA
"333","@Kobeesque @russwest44 Quello tira e costruisce case, Ben almeno non tira proprio e difende sicuramente meglio",FALSE,1,"Kobeesque",2021-11-20 03:18:51,FALSE,"1461896600213766152","1461896793944469514","1154754265652576267","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeelGianz",0,FALSE,FALSE,NA,NA
"334","@KingJames @russwest44 @AntDavis23 @carmeloanthony @DwightHoward First half excellent then still see to play well,… https://t.co/8XoWd0o2J7",FALSE,0,"KingJames",2021-11-20 03:18:14,TRUE,NA,"1461896639090593792","23083404","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marilyn73752232",0,FALSE,FALSE,NA,NA
"335","@HeelGianz @russwest44 Ma magari, in difesa ci serve come il pane, niente turnover inutili e niente tiri di merda presi a caso",FALSE,0,"HeelGianz",2021-11-20 03:18:04,FALSE,"1461896303575810051","1461896600213766152","550370900","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kobeesque",0,FALSE,FALSE,NA,NA
"336","@russwest44 Please get the fuck off the Lakers bro",FALSE,0,"russwest44",2021-11-20 03:17:55,FALSE,NA,"1461896559713415174","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PapiGee_",0,FALSE,FALSE,NA,NA
"337","@FanMahome @OOO1287 @denzelvanlab @DanThaM03301797 @statmuse @russwest44 @Lakers Dude waited 5 days for this reply",FALSE,1,"FanMahome",2021-11-20 03:17:53,FALSE,"1461891409632534531","1461896552096612353","1371910941596614659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coolflexmonte",0,FALSE,FALSE,NA,NA
"338","RT @OneLuvSports: Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I see wh…",FALSE,0,NA,2021-11-20 03:17:35,FALSE,NA,"1461896476720779266",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexELGreatest",7,TRUE,FALSE,NA,NA
"339","Extremely annoying with the Lakers game, there's no intensity . . . multiple players don't deserve to play on this… https://t.co/4WScBonRmF",FALSE,0,NA,2021-11-20 03:17:11,TRUE,NA,"1461896376275456003",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","venytes",0,FALSE,FALSE,NA,NA
"340","@russwest44 you should remember again why you were brought to the Lakers man! They thought you were one of the best… https://t.co/VkfMSQg4aw",FALSE,0,"russwest44",2021-11-20 03:17:07,TRUE,NA,"1461896357778649090","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kobebryantlil",0,FALSE,FALSE,NA,NA
"341","@russwest44 yo bro don't focus on the triple double, focus on the game on how the team will win it.",FALSE,0,"russwest44",2021-11-20 03:17:04,FALSE,NA,"1461896347917815811","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Garveeen",0,FALSE,FALSE,NA,NA
"342","@Kobeesque @russwest44 https://t.co/KAqq1k039d",FALSE,0,"Kobeesque",2021-11-20 03:16:54,FALSE,"1461896069491613700","1461896303575810051","1154754265652576267","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeelGianz",0,FALSE,FALSE,NA,NA
"343","minha paciência acabou. @russwest44 e @Thortontucker to indo buscar vocês dois",FALSE,0,NA,2021-11-20 03:16:43,FALSE,NA,"1461896257648091145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kazmierczakmar",0,FALSE,FALSE,NA,NA
"344","@HeelGianz @russwest44 Magari muore",FALSE,0,"HeelGianz",2021-11-20 03:15:58,FALSE,"1461894195564662792","1461896069491613700","550370900","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kobeesque",0,FALSE,FALSE,NA,NA
"345","RT @OneLuvSports: Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I see wh…",FALSE,0,NA,2021-11-20 03:15:54,FALSE,NA,"1461896053649817605",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrDeShawnCarter",7,TRUE,FALSE,NA,NA
"346","@Lakers @carmeloanthony @KingJames @AntDavis23  it’s going to take some time and @carmeloanthony you gotta play way… https://t.co/Npk3l4lSUS",FALSE,0,"Lakers",2021-11-20 03:15:37,TRUE,NA,"1461895984020082688","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Papas0511",0,FALSE,FALSE,NA,NA
"347","I said in the beginning of the season Lakers gonna look good against bad teams and terrible against good teams. No… https://t.co/Cf0iqPk5Y3",FALSE,0,NA,2021-11-20 03:15:28,TRUE,NA,"1461895943834554377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allball1977",0,FALSE,FALSE,NA,NA
"348","@Lakers I’ve seen enough. The verdict is in: Not Gonna Happen This Year!!!!                Lakers execs need to cal… https://t.co/oRAuyK5hkc",FALSE,0,"Lakers",2021-11-20 03:15:16,TRUE,"1461885363748700160","1461895891976179713","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodrickBostick1",0,FALSE,FALSE,NA,NA
"349","If you made at least 3 more free throws I would have won $400 @russwest44 😕😕😕 $callmedrizzy24 is my cash app if you care",FALSE,0,NA,2021-11-20 03:15:09,FALSE,NA,"1461895863115128838",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isaiah_phipps",0,FALSE,FALSE,NA,NA
"350","Y’all trash right now &amp; we (Laker Nation) ain’t happy. Granted its only November but c’mon! Look in the mirror!… https://t.co/G9ShYRR7Mh",FALSE,0,NA,2021-11-20 03:14:41,TRUE,NA,"1461895749097213954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffcarothers",0,FALSE,FALSE,NA,NA
"351","RT @OneLuvSports: Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I see wh…",FALSE,0,NA,2021-11-20 03:14:09,FALSE,NA,"1461895612677431302",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealLawMart",7,TRUE,FALSE,NA,NA
"352","@MaximYang07 @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/XCbZCSyXyA",FALSE,0,"MaximYang07",2021-11-20 03:13:41,TRUE,"1461892909532434433","1461895495056457732","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilliamBabbel",0,FALSE,FALSE,NA,NA
"353","We’re about to get traded @russwest44",FALSE,2,NA,2021-11-20 03:13:38,FALSE,NA,"1461895483903913989",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RussellsMVP",0,FALSE,FALSE,NA,NA
"354","Y’all suck @Lakers @KingJames @AntDavis23 @russwest44 @carmeloanthony @Thortontucker @24Bazemore @RajonRondo @DwightHoward",FALSE,1,NA,2021-11-20 03:13:29,FALSE,NA,"1461895444271808516",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cali_Cal18",0,FALSE,FALSE,NA,NA
"355","@jason05_ @russwest44 Mi serve la canzoncina, la necessito",FALSE,1,"jason05_",2021-11-20 03:13:25,FALSE,"1461895010421456898","1461895430153846790","120588962","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeelGianz",0,FALSE,FALSE,NA,NA
"356","@russwest44 @carmeloanthony @AntDavis23 @KingJames you MFS NEED A TEAM MEETING LOL SERIOUSLY",FALSE,0,"russwest44",2021-11-20 03:13:14,FALSE,NA,"1461895381466468354","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cal2bless",0,FALSE,FALSE,NA,NA
"357","RT @jason05_: @HeelGianz @russwest44 https://t.co/H4xZhHR0rh",FALSE,0,NA,2021-11-20 03:12:59,FALSE,NA,"1461895317478166539",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeelGianz",1,TRUE,FALSE,NA,NA
"358","RT @OneLuvSports: Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I see wh…",FALSE,0,NA,2021-11-20 03:12:51,FALSE,NA,"1461895284003332106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OneLuvSports",7,TRUE,FALSE,NA,NA
"359","Right now I’m trading @russwest44 for Magic Johnson and James Worthy.😂",FALSE,0,NA,2021-11-20 03:12:50,FALSE,NA,"1461895282828922880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allball1977",0,FALSE,FALSE,NA,NA
"360","@russwest44 &amp; @KingJames just don't work well together. This team has to change or they won't even make the playoff… https://t.co/CwQytaS0PA",FALSE,0,"russwest44",2021-11-20 03:12:45,TRUE,NA,"1461895258912923659","35982046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bcruzinsince84",0,FALSE,FALSE,NA,NA
"361","Damn! I was wrong about everything. @AntDavis23 ain't what I thought he was. @russwest44 is a complete reckon... I… https://t.co/j67Aeqpmoq",FALSE,14,NA,2021-11-20 03:12:12,TRUE,NA,"1461895122296135681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OneLuvSports",7,FALSE,FALSE,NA,NA
"362","@MaximYang07 @kirkgoldsberry @StephenCurry30 @DeMar_DeRozan @CP3 @Yg_Trece @raf_tyler @GraysonJAllen @russwest44… https://t.co/FBRdUbOkMP",FALSE,0,"MaximYang07",2021-11-20 03:12:11,TRUE,"1461893299879485442","1461895118496010249","2287468879","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilliamBabbel",0,FALSE,FALSE,NA,NA
"363","@russwest44 has the lowest iq in all of basketball. He’s demoralizing to a team! Trade him!!!",FALSE,0,"russwest44",2021-11-20 03:11:49,FALSE,NA,"1461895024749260806","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevfoye",0,FALSE,FALSE,NA,NA
"364","@HeelGianz @russwest44 https://t.co/H4xZhHR0rh",FALSE,0,"HeelGianz",2021-11-20 03:11:45,FALSE,"1461894195564662792","1461895010421456898","550370900","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jason05_",1,FALSE,FALSE,NA,NA
"365","@Lakers What an embarrassing loss. If the Lakers can't beat Boston, they r not going anywhere. @russwest44 was a te… https://t.co/lbikwkhPdC",FALSE,1,"Lakers",2021-11-20 03:11:34,TRUE,NA,"1461894961952178176","20346956","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LindaCGreer",0,FALSE,FALSE,NA,NA
"366","@dezzurtking @KingJames @AntDavis23 @russwest44 @RajonRondo @carmeloanthony @DwightHoward @24Bazemore @AhmadMonk… https://t.co/9OF65JBroO",FALSE,0,"dezzurtking",2021-11-20 03:11:29,TRUE,"1461893924419633157","1461894943694376964","1458287380993953795","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJRahKay",0,FALSE,FALSE,NA,NA
"367","@JaimeJame2 @russwest44 Lol is not his shooting it's his decision making and lack of defense... Ben Simmons would be better at this point.",FALSE,0,"JaimeJame2",2021-11-20 03:11:25,FALSE,"1461894643730292740","1461894927206473732","215035603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MontrealMuzik",0,FALSE,FALSE,NA,NA
"368","RT @isnt_russ: Through the greatest wins, and the toughest losses, always nothing but love for @russwest44 a great basketball player and ev…",FALSE,0,NA,2021-11-20 03:11:20,FALSE,NA,"1461894906042015746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sha9ce",1,TRUE,FALSE,NA,NA
"369","@DwightHoward shoots better than @russwest44 from 3pt range…",FALSE,0,"DwightHoward",2021-11-20 03:11:16,FALSE,NA,"1461894887419170821","16812787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isaacguzman_24",0,FALSE,FALSE,NA,NA
"370","Through the greatest wins, and the toughest losses, always nothing but love for @russwest44 a great basketball play… https://t.co/0X8TzJe5Z6",FALSE,11,NA,2021-11-20 03:11:07,TRUE,NA,"1461894851587280904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isnt_russ",1,FALSE,FALSE,NA,NA
"371","LAKERS FUCKING SUCK!!! THEY NEED A ROSTER CHANGE LIKE TWO DAYS AGO. 😠😩#LakeShow #lakersvsceltics  @Lakers… https://t.co/cHVeF3gvLU",FALSE,0,NA,2021-11-20 03:11:00,TRUE,NA,"1461894821958795268",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hkpresident2018",0,FALSE,FALSE,NA,NA
"372","RT @RiLy456: When Is @KingJames going to realize that they have to get rid of @russwest44 and #FrankVoguel ??? This is Just Horrible To WAT…",FALSE,0,NA,2021-11-20 03:10:53,FALSE,NA,"1461894789071319042",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caba_ariel",1,TRUE,FALSE,NA,NA
"373","@russwest44 I’m not saying you’re the problem, BUT can you name another winning team that has a PG that can’t shoot… https://t.co/CNsgk81AY0",FALSE,0,"russwest44",2021-11-20 03:10:18,TRUE,NA,"1461894643730292740","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JaimeJame2",0,FALSE,FALSE,NA,NA
"374","@russwest44 boy yo time almost up 😂",FALSE,0,"russwest44",2021-11-20 03:10:15,FALSE,NA,"1461894630228828169","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leencuisinee",0,FALSE,FALSE,NA,NA
"375","@russwest44 fuck you man... PLAY YOUR POSITION fucked up my ticket.",FALSE,0,"russwest44",2021-11-20 03:09:55,FALSE,NA,"1461894546162429952","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justflackoo",0,FALSE,FALSE,NA,NA
"376","@russwest44  you couldn’t get 1 more assist bro ?",FALSE,0,"russwest44",2021-11-20 03:09:54,FALSE,NA,"1461894541645070336","35982046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PoppaDej",0,FALSE,FALSE,NA,NA
"377","@Lakers with 8-9 W-L record was tag as the team 2 beat @ the start of @NBA season w/:
@KingJames 
@AntDavis23… https://t.co/e393RU5Co9",FALSE,0,"Lakers",2021-11-20 03:09:24,TRUE,NA,"1461894416889614339","20346956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","albertovill19",0,FALSE,FALSE,NA,NA
"378","RT @allball1977: Still not time to panic for the Lakers? Y’all still think @russwest44 is great?🤣🤣🤣🤣🤣🤣🤣🤣🤣",FALSE,0,NA,2021-11-20 03:09:22,FALSE,NA,"1461894408161353731",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabianperspectv",1,TRUE,FALSE,NA,NA
"379","@AriesGirl1723 @russwest44 @Lakers Cuz he gave Jason Tatum 37… and let the team shoot over 50…. Because he caused t… https://t.co/5SqXNFEg9A",FALSE,0,"AriesGirl1723",2021-11-20 03:09:20,TRUE,"1461891068853587972","1461894400036978692","1357631020472750080","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mecheeeee12",0,FALSE,FALSE,NA,NA
"380","Please trade @russwest44 . Please😭😭😭 https://t.co/yapNY7fqbV",FALSE,0,NA,2021-11-20 03:09:00,FALSE,NA,"1461894317363109892",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kd_sniper__",0,FALSE,FALSE,NA,NA
